REGISTERED NURSE 2,5303
HISTOTECHNOLOGIST,12
HEALTH INFORMATION SUPERVISOR,12
HEALTH SERVICES-ASSOCIATE DIRECTOR,12
ENGINEERING TECHNICIAN 3,12
COUNSELING PSYCHOLOGY PARAPROFESSIONAL,12
PATIENT SERVICES LEAD,12
LABORATORY TECHNICIAN 3,11
DIETITIAN 1,11
CARDIAC SONOGRAPHER SPECIALIST,11
INTERNATIONAL RESEARCH - OT EX,11
ENGINEERING TECHNICIAN 2,11
RECREATION THERAPIST 2,11
CAMPUS POLICE SERGEANT,11
PHOTOGRAPHIC TECHNICIAN,11
REGISTERED NURSE SUPERVISOR - RESEARCH,11
BUYER 2,11
NUCLEAR MED P.E.T. TECH,11
NUCLEAR MED TECHNOLOGIST 2,11
MEDIA MAINTENANCE TECHNICIAN 3,10
IT SPECIALIST 3,10
"MARINE ENGINEER,SECOND ASSISTANT",10
MOTOR EQUIPMENT MECHANIC,10
CUSTODIAN 2,10
TELEPHONE COMMUNICATIONS OPR LEAD-HOSP,10
MEDIA TECHNICIAN SENIOR,10
PHYSICIAN III / SR PHYSICIAN - UNIT HEAD,10
TRADES HELPER,10
MAIL SERVICES LEAD,10
PHARMACIST 1,10
TRUCK DRIVER LEAD,10
OILER;MARINE,10
GARDENER 1,10
SECRETARY SUPERVISOR,10
MEDICAL INTERPRETER 2,10
MEDICAL TRANSCRIPTIONIST LEAD,10
PLANT TECHNICIAN 1,10
DOCTORAL PSYCHOLOGY INTERN,10
CLINICAL DATA SPECIALIST SUPV,9
ROOFER,9
ENGINEERING ASSISTANT 2,9
INSTRUCTIONAL SUPERVISOR,9
HRP PROJECT APPOINTMENT - OT EX 11-14,9
LIBRARY SPECIALIST I - SUPERVISOR,9
PHYS ASST CERT-ADV RN PRACTITIONER LEAD,9
ACCOUNTANT; SENIOR,9
NW HOSP MANAGEMENT SERVICES AGREEMENT,9
INSTRUMENT MAKER 2,9
FLOORLAYER,9
CONTACT CENTER REPRESENTATIVE 3,9
PATIENT SERVICES REP COORDINATOR,9
ACTING DEAN,9
GENETICS COUNSELOR 1,9
PROFESSIONAL STAFF - CONTRACT P2,9
CLINIC CYTOGENETIC TECHNOLOGIST,9
SECOND COOK-BAKER,9
GRAPHIC ILLUSTRATOR,9
APL-PRINCIPAL PHYSICIST,9
PLUMBER/PIPE/STEAMFITTER LEAD,9
PHOTOGRAPHER 2,9
PHYSICAL THERAPIST SUPERVISOR,9
INFORMATION TECHNOLOGY SPECIALIST 1,9
PHYSICIAN ASST CERT-ADV RN PRACT LEAD,9
HUMAN RESOURCES ANALYST,9
OFFICE SUPPORT SUPERVISOR 2,9
TELECOMMUNICATIONS ANALYST 3,9
HEALTH EDUCATION RESOURCES COORDINATOR 1,9
INSTRUMENT MAKER LEAD,8
INDUSTRIAL HYGIENIST 2,8
DIALYSIS/PHARESIS TECHNICIAN,8
IT TECHNICIAN 1,8
ELECTRICIAN-HIGH VOLTAGE,8
CLINICAL PROF EMERITUS,8
PAINTER LEAD,8
POWER PLANT OPERATING ENGINEER 2,8
DENTAL CLINIC SUPERVISOR 2,8
WAREHOUSE OPERATOR 2,8
WASHROOM EQUIPMENT OPERATOR 2,8
POWER PLANT OPERATING ENGINEER LEAD,8
RECREATION THERAPIST 1,8
VETERINARIAN SENIOR,8
COPY CENTER EQUIPMENT OPERATOR 3,8
AFFILIATE IN MEDICAL/DENTAL PRACTICE,8
ACCOUNTING SUPERVISOR,8
ANIMAL TECHNICIAN SUPERVISOR,8
SPECIMEN PROCESSING TECHNICIAN LEAD,8
ELEVATOR MECHANIC,8
ORTHOPAEDIC TECHNICIAN I,8
"MARINE ENGINEER,THIRD ASSISTANT",8
"MARINE ENGINEER,FIRST ASSISTANT",8
ACCOUNTANT 1,8
SENIOR PUBLICATIONS DESIGNER,8
RECORDS ANALYST 1,8
SAFETY PROFESSIONAL 2,8
CLINICAL DATA SPECIALIST TRAINEE,8
MACHINERY MECHANIC LEAD,8
ASST TO THE VICE PRESIDENT/VICE PROVOST,8
DATA CONTROL TECHNICIAN 1,8
HOSPITAL CENTRAL SVCS SUPV,8
COMMUNICATIONS TECHNICIAN 1,8
PHYSICAL THERAPY ASSISTANT 1,8
EDITOR-PUBLICATIONS 2,8
RESPIRATORY CARE SPECIALIST,8
ASSOCIATE DEAN OF LIBRARY,8
ASSISTANT LIBRARIAN TEMPORARY,8
APL-SENIOR OCEANOGRAPHER,8
IMAGING TECHNOLOGIST-EDUC/QUALITY ASSUR,7
PHYSICIAN II,7
COMMUNICATIONS TECHNICIAN 2,7
CLINICAL LABORATORY ASSISTANT,7
RADIATION THERAPY TECHNOLOGIST LEAD,7
PRINCIPAL LECTURER EMERITUS,7
CONTACT CENTER QUALITY ASSURANCE COORD,7
PHLEBOTOMIST SUPERVISOR,7
HOSPITAL-ASSOCIATE ADMINISTRATOR SENIOR,7
LIBRARY SUPERVISOR II,7
LOCKSMITH,7
MATE;THIRD,7
PARKING ENFORCEMENT OFFICER,7
SAFETY PROFESSIONAL 1,7
COPY CENTER SUPERVISOR,7
OB TECHNOLOGIST,7
EMPLOYMENT TRAINING SPECIALIST ASSISTANT,7
RESEARCH LITERATURE ANALYST,7
ENVIRONMENTAL CONTROL TECHNICIAN 3,7
ORTHOTIST-PROSTHETIST TECHNICIAN,7
LABORATORY ASSISTANT 2,7
DATA ENTRY OPERATOR 1,7
ENGR-DECKHAND OCEANOGRAPHIC RSRCH VESS,7
STOCKROOM ATTENDANT LEAD,7
FINANCIAL ACCESS SPECIALIST LEAD,7
MARINE FIELD SPECIALIST-SENIOR,7
REGISTRAR-ASSISTANT,7
RESEARCH ASSOC PROF EMERITUS,7
APL-SENIOR PHYSICIST,7
CLINICAL ASSOCIATE,6
ANESTHESIOLOGY TECHNICIAN LEAD,6
WASTE COLLECTOR,6
TEMPORARY STAFF D,6
POWER PLANT MECHANIC,6
DIVISIONAL DEAN,6
PLANT COMMUNICATIONS COORDINATOR,6
EMPLOYMENT TRAINING SPECIALIST 1,6
TEMPORARY APPOINTMENT - DRS RETIREE,6
EDITOR-PUBLICATIONS 1,6
UTILITY WORKER LEAD,6
RESEARCH DIETITIAN 1,6
RADIATION THERAPY DOSIMETRIST,6
UNIT SUPPLY TECHNICIAN 2,6
POLYSOMNOGRAPHIC TECHNOLOGIST,6
RADIATION SAFETY TECHNICIAN 2,6
MARINE TECHNOLOGIST 1,6
DATA ENTRY OPERATOR-CONTACT CENTER,6
SPORTS EQUIPMENT MANAGER 1,6
PATIENT FINANCIAL SERVICES SPECIALIST 1,6
FOOD SERVICES SUPERVISOR 2,6
MACHINERY MASTER MECHANIC,6
CARDIAC SONOGRAPHER 1,6
HUMAN RESOURCES MANAGER,6
LAUNDRY OPERATIONS SUPERVISOR 2,6
CLINICAL LABORATORY SUPERVISOR,6
BIOMEDICAL ELECTRONICS TECHNICIAN SUPV,6
CAMPUS DEAN,6
"MATE,SECOND",6
REFRIGERATION MECHANIC LEAD,6
ASSOC PROFESSOR WOT (3 YEARS),6
TRANSPORTATION HELPER,6
CONSTRUCTION PROJECT COORDINATOR 1,6
ENVIRONMENTAL OUTREACH SPECIALIST 2,6
EDITOR-RESEARCH PUBLICATIONS 2,6
PARKING SUPERVISOR 3,6
RADIATION THERAPY TECHNOLOGIST,6
COMMUNICATIONS TECHNICIAN 3,6
SPORTS EQUIPMENT ATTENDANT 2,5
ELECTROCARDIOGRAPH TECHNICIAN 1,5
MEDICAL TRANSCRIPTION SUPV,5
ALCOHOLISM THERAPIST 2,5
MARINE ENGINEER;SECOND ASSISTANT,5
GRAPHIC DESIGNER/ILLUSTRATOR LEAD,5
HUMAN RESOURCES BENEFITS SPECIALIST,5
SPORTS EQUIPMENT MANAGER 2,5
APL ASSOC PROFESSOR WITHOUT TENURE,5
TELECOMMUNICATIONS ANALYST 1,5
EXTENSION LECTURER-PART TIME NON-BARGAIN,5
LAUNDRY WORKER 3,5
INFORMATION TECHNOLOGY TECH 1,5
SHIP'S STEWARD,5
PRODUCTION COORDINATOR,5
IT HUMAN RESOURCES RECRUITER,5
BUDGET ANALYST,5
RECORDS ANALYST 3,5
EMPLOYMENT TRAINING SPECIALIST 2,5
POLYSOMNOGRAPHIC TECHNICIAN 1,5
HUMAN RESOURCES TRAINING & OD CONSULTANT,5
ANATOMIC PATHOLOGY TECHNICIAN TRAINEE,5
LEGAL SECRETARY 2,5
ELECTRONIC MEDIA PRODUCER 1,5
CLINIC CYTOGENETIC TECHNOLOGIST SPECLIST,5
HISTOLOGIC TECHNICIAN 2,5
BROADCAST TECHNICIAN 3,5
COPY CENTER EQUIPMENT OPERATOR 2,5
INSULATION WORKER,5
MAINTENANCE MECHANIC DOOR SPECIALIST,5
MAINTENANCE & CONSTRUCTION COORDINATOR A,5
COMPUTER MAINTENANCE TECHNICIAN 1,5
FINANCIAL SERVICES SPECIALIST SUPV,5
STIPEND GRAD G & AID,5
LIBRARY & ARCHIVES PARAPROFESSIONAL 4,5
CHANCELLOR,5
PROF STAFF-CONTRACT RETIREE-LEVEL 2,5
MAJOR GIFT OFFICER SENIOR-DEVELOPMENT,5
COSTUMER LEAD,5
APL PROFESSOR WITHOUT TENURE,5
REHABILITATION COUNSELOR 1,5
ENGR-DECKHAND OCEAN RESEARCH VESSEL,5
APL-PHYSICIST 4,5
ACTING ASSOCIATE DEAN,5
COMPUTER MAINTENANCE TECHNICIAN 4,5
IT SPECIALIST 1,5
IT SPECIALIST 2,5
HEAVY EQUIPMENT OPERATOR,5
MEDIA MAINTENANCE TECHNICIAN 2,5
HOSPITAL ASSISTANT LEAD,4
PARKING SUPERVISOR 1,4
REGISTRAR-ASSOCIATE,4
NURSE-OCCUPATIONAL HEALTH,4
OPTICIAN LICENSED-DISPENSING,4
COMPUTER SUPPORT SPECIALIST LEAD,4
VETERINARIAN SUPERVISORY,4
TV/VIDEO EQUIPMENT OPERATOR LEAD,4
DATA ENTRY OPERATOR 2,4
PARALEGAL 2,4
MARINE ENGINEER;FIRST ASSISTANT,4
WIPER,4
SHEET METAL MECHANIC LEAD,4
BUYER 1,4
MEDICAL PHYSICIST,4
COMMUNICATIONS TECHNICIAN SUPERVISOR,4
HEALTH & SAFETY SUPERVISOR,4
ELECTRONIC MEDIA PRODUCER 2,4
ELECTRONICS TECHNICIAN 3,4
PHOTOGRAPHER 1,4
BUILDING SERVICES SUPERVISOR,4
ADJUNCT ASSOCIATE PROFESSOR,4
BOOKBINDER I,4
VICE CHANCELLOR,4
INSTRUMENT MAKER 1,4
GRADUATION & ACADEMIC RECORDS SPECIALIST,4
ACTING DIRECTOR,4
MAIL CARRIER,4
ENGINEERING TECHNICIAN LEAD,4
CLINICAL PROFESSOR-DENTAL PATHWAY,4
DISPENSARY ASSISTANT 2,4
RESEARCH DIETITIAN 2,4
HUMAN RESOURCES BENEFITS CONSULTANT,4
OPHTHALMIC TECHNICIAN LEAD,4
UNIT SUPPLY TECHNICIAN LEAD,4
FINANCIAL ACCESS SPECIALIST SUPV,4
TELEPHONE COMMUNICATIONS SUPERVISOR,4
INDUSTRIAL HYGIENIST 1,4
ASSOCIATE DEAN OF DEVELOPMENT,4
MATE;CHIEF,4
OCCUPATIONAL THERAPY ASSISTANT 2,4
MEDIA TECHNICIAN LEAD,4
ELECTRONEURODIAGNOSTIC TECHNOLOGIST SUPV,4
FOOD SERVICE SUPERVISOR 1,4
CYTOLOGY TECHNOLOGIST 2,4
MASTER RESEARCH VESSEL 100GT,4
PROCEDURES ANALYST 1,4
PROCEDURES ANALYST 2,3
SIGN PAINTER,3
GENETICS COUNSELING SUPERVISOR,3
CONSTRUCTION PROJECT COORDINATOR 2,3
TRANSPORTATION SUPERVISOR,3
COMPUTER OPERATOR 2,3
TRAFFIC GUIDE LEAD,3
LECTURER EMERITUS,3
LEGAL SECRETARY,3
MEDICAL INTERPRETER-ASL,3
GRADUATION & ACADEMIC RECORDS SPEC LEAD,3
CASHIER LEAD,3
ANATOMIC PATHOLOGY LABORATORY SUPERVISOR,3
MAIL PROCESSING-DRIVER,3
"MARINE FIELD SPECIALIST, SENIOR",3
LEGAL ASSISTANT 3,3
PSYCHOMETRIST 1,3
IMAGING TECHNOLOGIST 1,3
EMBALMER,3
CUSTODIAN 1,3
CONSTRUCTION AND MAINTENANCE MECHANIC,3
POWER PLANT ELECTRICIAN-HIGH VOLTAGE,3
APL-MATHEMATICIAN 3,3
PSYCHOMETRIST SUPV,3
OPHTHALMIC TECHNICIAN 3,3
PROGRAM DIRECTOR - KUOW,3
MATE;SECOND,3
MEDIA MAINTENANCE TECHNICIAN 1,3
INFORMATION TECHNOLOGY SPECIALIST 2,3
MEDICAL TRANSCRIPTIONIST 1,3
ENVIRONMENTAL OUTREACH SPECIALIST 1,3
LICENSED PRACTICAL NURSE,3
UTILITY WORKER SUPERVISOR,3
ELECTRONICS TECHNICIAN 2,3
APL-OCEANOGRAPHER 3,3
CYTOLOGY TECHNOLOGIST SUPERVISOR,3
DENTAL CLINIC SUPERVISOR 1,3
NUCLEAR MED TECHNOLOGIST LEAD,3
APL-ENGINEER 2,3
GLAZIER,3
RESEARCH ANALYST LEAD,3
CLINICAL ASSOC PROF EMERITUS,3
SPORTS EQUIPMENT ATTENDANT 1,3
DATA CONTROL SUPERVISOR,3
CARDIAC SONOGRAPHER I,3
IMAGING TECHNOLOGIST-MAMMO,3
MARINE ENGINEER;THIRD ASSISTANT,3
ASSISTANT CHAIR,3
ASSISTANT TO THE PROVOST,3
APL-PHYSICIST 3,3
PSYCHOMETRIST SUPERVISOR,3
COOK 1,3
SPORTS EQUIPMENT TECHNICIAN,3
ASSISTANT TO OMBUD,3
DIAGNOSTIC MEDICAL SONOGRAPHER LEAD,3
DATA CONTROL TECHNICIAN 2,3
APL-SENIOR MATHEMATICIAN,3
LIBRARY SPECIALIST II - SUPERVISOR,3
NUCLEAR MED TECHNOLOGIST 1,3
HISTOLOGY LABORATORY SUPERVISOR,3
VASCULAR TECHNOLOGIST LEAD,3
LIBRARY & ARCHIVES PARAPROFESSIONAL 1,3
ELECTROCARDIOGRAPH LABORATORY SUPV,3
PROFESSOR OF PRACTICE,3
WAREHOUSE WORKER LEAD,3
MEDIA TECHNICIAN SUPERVISOR,3
FINANCIAL SERVICES SPECIALIST 1,3
CHIEF HEALTH PROFESSIONAL PRACTITIONER,3
HEALTH CARE SPECIALIST LEAD-INPAT-EMERG,3
VASCULAR SONOGRAPHER LEAD,3
APL ASST PROFESSOR WITHOUT TENURE,3
ADJUNCT PROFESSOR,3
BUILDINGS AND GROUNDS SUPERVISOR B,3
PARALEGAL 1,3
COACH - WOMEN'S BASKETBALL,2
SHIPPING/RECEIVING/STOCKROOM COORDINATOR,2
SCIENTIFIC STORES ATTENDANT,2
DENTAL LABORATORY TECHNICIAN 3,2
FACILITIES DRAFTING TECHNICIAN 2,2
OMBUD,2
MAINTENANCE SUPERVISOR 1,2
PLANT TECHNICIAN 2,2
MEDIA MAINTENANCE SUPERVISOR,2
PARKING SUPERVISOR 2,2
THERAPEUTIC RECREATOR 2,2
FISCAL TECHNICIAN SUPERVISOR,2
DATA ENTRY OPERATOR LEAD,2
OPTICIAN LICENSED - DISPENSING,2
MASTER R/V THOMAS G. THOMPSON,2
CHIEF OF STAFF,2
"SUPERVISOR, OCEANOGRAPHIC RESRCH VESSEL",2
IMAGING TECH-EDUCATION QUALITY ASSURANCE,2
APL-OCEANOGRAPHER 2,2
INSTRUMENT MAKER SUPERVISOR,2
DIAGNOSTIC MEDICAL SONOG CLIN INSTRUCTOR,2
LETTER PRESS OPERATOR,2
LABORATORY HELPER LEAD,2
ASSISTANT TO CHIEF,2
SR ASSOC DEAN OF UNIVERSITY LIBRARIES,2
RETAIL CLERK LEAD,2
PULMONARY FUNCTION TECHNOLOGIST LEAD,2
OPHTHALMIC TECHNICIAN SUPERVISOR,2
SEAMSTRE,2
LIB & ARCHIVE PARAPRO 2-BOTANICAL GRDNS,2
PUBLISHER STUDENT PUBLICATIONS,2
HEALTH EDUCATION RESOURCES COORDINATOR 2,2
OPHTHALMIC TECHNICIAN 1,2
REGISTRAR,2
PROJECT APPOINTMENT - OVERTIME ELIG,2
WINDOW WASHER LEAD,2
BROADCAST TECHNICIAN SUPERVISOR,2
BUILDINGS AND GROUNDS SUPERVISOR A,2
TRUCK DRIVER - PRINT PLANT,2
MEDICAL ILLUSTRATOR,2
VASCULAR TECHNOLOGIST SUPERVISOR,2
ELEVATOR MECHANIC LEAD,2
SCIENCE INSTRUCTION DESIGNER 2,2
PATIENT SERVICES COORDINATOR,2
MEDICAL AIRLIFT COMMUNICATIONS SUPV,2
ASSOC DIRECTOR STUDENT HEALTH CENTER,2
FURNITURE REPAIR WORKER,2
CREDENTIALS EVALUATOR 2,2
ADJUNCT RESEARCH PROFESSOR,2
FOREST CRUISER & CRAFTS TECHNICIAN,2
FACILITIES PLANNER 2,2
LIBRARY TECHNICIAN I,2
COMPUTER OPERATOR 3,2
PHARMACIST SUPERVISOR,2
NUCLEAR MEDICINE TECHNOLOGIST SUPERVISOR,2
WAREHOUSE OPERATOR 3,2
DATA CONTROL TECHNICIAN LEAD,2
DIAGNOSTIC MEDICAL SONOGRAPHER CLIN INST,2
APL-PRINCIPAL MATHEMATICIAN,2
CARDIAC SONOGRAPHER SUPERVISOR,2
DIGITAL PRESS OPERATOR,2
ELECTRICIAN LEAD-HIGH VOLTAGE,2
PHYSICIAN CONSULTANT,2
LEGAL SECRETARY 1,2
ELECTRONICS TECHNICIAN 1,2
ENGINEERING TECHNICIAN SUPERVISOR,2
ADMINISTRATIVE COORDINATOR-CONTACT CTR,2
SEWING ALTERATIONS SPECIALIST 3,2
GASTRIC SURGERY TECHNICIAN,2
"CURATOR, SENIOR",2
MAIL CARRIER-DRIVER A,2
ACADEMIC COUNSELOR PRINCIPAL - UAA,2
STOCKROOM ATTENDANT 3,2
UNDESIGNATED EMERITUS,2
RETAIL CLERK 1,2
ENVIRONMENTAL CONTROL TECHNICIAN 2,2
ELECTRONIC PREPRESS I,2
PLANNING ANALYST 2,2
MEDIA ENGINEER A,2
TRUCK DRIVER/STOCKROOM ASSISTANT,2
PROFESSIONAL STAFF - CONTRACT,2
LIBRARY & ARCHIVES PARAPROFESSIONAL 6,2
PROVOST,2
CLINIC CYTOGENETIC TECHNOLOGIST TRNEE,2
CARPENTER LEAD,2
PULMONARY FUNCTION TECHNOLOGIST 2,2
FISH HATCHERY SPECIALIST 2,2
ASSISTANT PROFESSOR EMERITUS,2
GREENHOUSE ATTENDANT,2
STOCKROOM SUPERVISOR,2
PUBLICATIONS DESIGNER,2
ADJUNCT RESEARCH ASST PROF,2
MASON/PLASTERER LEAD,2
INTERIM VICE PRESIDENT/VICE PROVOST,2
SUPV OCEANOGRAPHIC RESEARCH VESSEL,2
INTERIM CAMPUS DEAN,2
CLINICAL CYTOGENETIC TECHNOLOGIST SUPV,2
MAIL PROCESSING - DRIVER,2
SENIOR VICE PRESIDENT,2
PIANO TECHNICIAN,2
PRESIDENT,2
COACH-FOOTBALL,2
ADJUNCT ASSISTANT PROFESSOR,2
WELDER-FABRICATOR,2
OCCUPATIONAL THERAPIST SUPERVISOR,2
ASSISTANT TO PRESIDENT,2
EMBALMER LEAD,2
MOTOR EQUIPMENT MECHANIC LEAD,2
CONTINUING EDUCATION SPECIALIST 6,2
SPEECH PATHOLOGIST/AUDIOLOGIST SPEC 3,2
PSYCHOMETRIST LEAD,2
DENTAL XRAY TECHNICIAN 2,2
HUMAN RESOURCE LABOR RELATION SPECIALIST,1
LIB & ARCHIVE PARAPRO 3-BOTANICAL GRDNS,1
ELECTRONIC MEDIA PRODUCER LEAD,1
WORD PROCESSING OPERATOR LEAD,1
FACULTY FOGARTY FELLOW--STIPEND ACGME,1
MACHINIST,1
FDA 1199NW REGISTERED NURSE-RESEARCH,1
GROUNDS & NURSERY SERVICES SPECIALIST 2,1
MEDIA ASSISTANT 1,1
UNIT SUPPLY INVENTORY CONTROL SPECIALIST,1
CLINIC REPRESENTATIVE 2,1
CURATOR; SENIOR,1
EXECUTIVE VICE PRESIDENT,1
MANAGER-SWIMMING POOLS,1
OPTICAL TECHNICIAN 2,1
INTERIM PROVOST,1
PROCEDURES ANALYST 2-CONTACT CENTER,1
LAW LIBRARIAN,1
LABORATORY ASSISTANT 1,1
COUNSELING-AREA COORDINATOR,1
ASSOCIATE CAMPUS DEAN,1
ORTHOPAEDIC TECHNICIAN 1,1
CREDIT MANAGER B,1
MEDIA SERVICES OPERATOR,1
PAINTER APPRENTICE,1
CARDIAC TECHNOLOGIST SUPERVISOR,1
INTERNATIONAL PROG OPERATIONS-OTX 11-14,1
INTERIM PRESIDENT,1
ELECTROCARDIOGRAPH TECHNICIAN LEAD,1
DEAN OF UNIVERSITY LIBRARIES,1
COACH-BASKETBALL,1
PROCUREMENT REPRESENTATIVE,1
DRAFTING TECHNICIAN 3,1
RADIATION SAFETY TECHNICIAN 3,1
DRAFTING TECHNICIAN 2,1
POWER PLANT ELECTRICIAN LD-HIGH VOLTAGE,1
CONSULTANT,1
ELECTROCARDIOGRAPH LABORATORY SUPERVISOR,1
LOCKSMITH LEAD,1
EXTENSION LECTURER-FULL TIME NON-BARGAIN,1
BUILDING COORDINATOR 4,1
SECRETARY OF THE BOARD OF REGENTS,1
COMPUTER MAINTENANCE TECHNICIAN LEAD,1
CLINICAL EMBRYOLOGIST TRAINEE,1
EXECUTIVE ASSISTANT TO THE PRESIDENT,1
MEDIA ENGINEER B,1
MESSENGER DRIVER LEAD,1
QUALITY ASSURANCE COORDINATOR,1
EQUIPMENT TECHNICIAN LEAD,1
ASSISTANT TREASURER,1
PRODUCTION MANAGER UNIVERSITY PRESS,1
CUSTODIAN 3,1
PROF STAFF-CONTRACT RETIREE-LEVEL 3,1
CLINICAL NURSE SPECIALIST,1
ACTING CHANCELLOR,1
ASSISTANT TO OMBUDSMAN,1
APL-FIELD ENGINEER 3,1
APL-ENGINEER 1,1
MEDIA MAINTENANCE TECHNICIAN LEAD,1
CONTROL TECH TRNEE,1
PHOTOGRAPHY SUPERVISOR,1
FOREST CRUISER CRAFT TECHNICIAN,1
GROUNDS SUPERVISOR 1,1
PROFESSOR TENURE TRACK,1
PRESS OPERATOR; 1 COLOR OFFSET TO 22 IN,1
APL-MATHEMATICIAN 2,1
DIAGNOSTIC MEDICAL SONOGRAPHER SUPV,1
ANESTHESIOLOGY TECHNICIAN 1,1
WELDER - FABRICATOR,1
SENIOR ASSISTANT LIBRARIAN TEMPORARY,1
MARINE ENGINEERING MANAGER,1
LIBRARY MATERIALS CONSERVATION SUPV,1
EQUIPMENT TECHNICIAN 4,1
VETERINARIAN,1
CARDIAC SONOGRAPHER LEAD,1
WOMENS HEALTH CARE ADVOCATE,1
FINANCIAL ACCESS SPECIALIST 1,1
ASSOCIATE VICE CHANCELLOR,1
CYTOLOGY TECHNOLOGIST SUPV,1
PRINT PLANT TEMPORARY ASSIGNMENT,1
ADJUNCT LECTURER,1
MEDICAL ASSISTANT SUPERVISOR,1
POWER PLANT MECHANIC LEAD,1
MAINTENANCE MECHANIC 4,1
COSTUMER SPECIALIST,1
"PRESS OPERATOR, 1 COLOR OFFSET TO 22 IN",1
PROGRAM ASSISTANT-CONTACT CENTER,1
MEDIA LABORATORY COORDINATOR,1
IT TECHNICIAN 2,1
NURSERY WORKER,1
FOREST CRUISER & CRAFTS TECHNICIAN 2,1
FOREST CRUISER & CRAFTS TECHNICIAN 1,1
GENETICS COUNSELOR LEAD,1
ADVANCED CARDIAC TECHNOLOGIST LEAD,1
MAIL SERVICES SUPERVISOR,1
CHIEF,1
FACILITIES PLANNER 1,1
LIBRARIAN EMERITUS,1
SOCIAL WORK ASSISTANT 1,1
RADIATION THERAPY TECHNOLOGIST SUPV,1
PAYROLL TECHNICIAN LEAD,1
DIALYSIS/PHARESIS TECHNICIAN LEAD,1
CLINICAL EMBRYOLOGIST LEAD,1
HEAVY EQUIPMENT OPERATOR LEAD,1
BOOKBINDER II,1
FOOD SERVICES SUPERVISOR 1,1
ASSISTANT VICE CHANCELLOR,1
FOOD SERVICE SUPERVISOR 1-HMC,1
BAKER,1
NURSING SERVICES-ASSOCIATE DIRECTOR,1
SECRETARY OF THE FACULTY,1
RESEARCH TECHNOLOGIST 2 - BIOENGR ONLY,1
STUDY SKILLS TUTOR,1
AUDIOLOGIST,1
CASHIER SUPERVISOR,1
CLINICAL AUTOPSY COORDINATOR,1
WORD PROCESSING OPERATOR 1,1
INFORMATION TECHNOLOGY TECH 2,1
INSULATION WORKER LEAD,1
BOOK PRODUCTION COORDINATOR,1
TRAINER-HEAD,1
PATIENT SERVICES SPECIALIST EDU-QA,1
PLANT TECHNICIAN 3,1
VICE PROVOST-PLANNING AND BUDGETING,1
NURSING SERVICES-ASSISTANT DIRECTOR,1
EMPLOYMENT TRAINING SPECIALIST LEAD,1
ENGINEERING TECHNICIAN 1 - BIOENGR ONLY,1
SPEECH PATH AUDIOL SPEC 3,1
CLINICAL DATA SPECIALIST - UTIL MGMT,1
ADVANCED CARDIAC TECHNOLOGIST SUPERVISOR,1
HUMAN RESOURCES ASSOCIATE DIRECTOR,1
ASSISTANT FACILITIES DESIGNER,1
CARDIAC TECHNOLOGIST LEAD,1
CAMPUS SECURITY LIEUTENANT,1
THERAPEUTIC RECREATOR 1,1
OCCUPATIONAL THERAPY ASSISTANT 1,1
