Name,Total Citations,h-index,5 year h-index,i10-index,5 year i10-index
"DISTILIO, VERONICA",1665,19,14,23,19
"DOBRA, ADRIAN",2661,26,18,37,25
"DODD, MICHAEL",1722,13,13,15,15
"DOLSAK, NIVES",2787,14,14,15,14
"DOMINGOS, PEDRO",36645,81,54,142,114
"DONG, YUE",NA,NA,NA,NA,NA
"DRANGSHOLT, MARK",NA,NA,NA,NA,NA
"DREVDAHL, DENISE",NA,NA,NA,NA,NA
"DUDZINSKI, DENISE",475,13,9,15,9
"DUNHAM, MAITREYA",5938,29,25,51,49
"EADIE, TANYA",1626,22,19,35,31
"EL-ANWAR, OMAR",326,11,9,11,9
"ERNST, MICHAEL",14641,56,43,125,98
"ESSINGTON, TIMOTHY",7500,41,29,90,83
"EVANS, BETSY",710,15,11,21,13
"EVANS, LAURA",NA,NA,NA,NA,NA
"FABER, CRISPIN",NA,NA,NA,NA,NA
"FABER, JURG",NA,NA,NA,NA,NA
"FAN, MARY",NA,NA,NA,NA,NA
"FAN, MARY",NA,NA,NA,NA,NA
"FAZEL SARJOUI, MARYAM",NA,NA,NA,NA,NA
"FEIL, MAGNUS",NA,NA,NA,NA,NA
"FELD, ANDREW",NA,NA,NA,NA,NA
"FERABOLI, PAOLO",NA,NA,NA,NA,NA
"FERNANDEZ DOBAO, ANA",481,11,9,11,9
"FERRANTE, ANTONINO",972,12,9,12,9
"FEUERBORN, LAURA",NA,NA,NA,NA,NA
"FINE, IONE",NA,NA,NA,NA,NA
"FLAGLER, SUSAN",NA,NA,NA,NA,NA
"FLAKE, NATASHA",NA,NA,NA,NA,NA
"FOOT, KIRSTEN",NA,NA,NA,NA,NA
"FOREHAND, MARK",1680,17,16,23,20
"FORREST, KELLY",NA,NA,NA,NA,NA
"FOX, DIETER",52204,98,67,195,162
"FRACE, JEFFREY",NA,NA,NA,NA,NA
"FRIED, AMY",NA,NA,NA,NA,NA
"FRIEDMAN, ROBERT",NA,NA,NA,NA,NA
"FRIERSON, DARGAN",4639,39,33,59,55
"FUKUDA, MUNEHIRO",NA,NA,NA,NA,NA
"FULLERTON, STEPHANIE",4883,35,29,61,49
"GALE, ANN",NA,NA,NA,NA,NA
"GALVIN, BENJAMIN",NA,NA,NA,NA,NA
"GARDNER, BENJAMIN",NA,NA,NA,NA,NA
"GARDNER, RICHARD",4500,26,16,56,25
"GARNER, MICHELLE",2114,9,7,8,7
"GAVIN, AMELIA",NA,NA,NA,NA,NA
"GAYLARD, SUSAN",NA,NA,NA,NA,NA
"GHATE, ARCHIS",427,12,10,14,12
"GINORIO, ANGELA",NA,NA,NA,NA,NA
"GODOY, ANGELINA",NA,NA,NA,NA,NA
"GOMEZ, JUAN",NA,NA,NA,NA,NA
"GOMEZ, RICARDO",1636,23,16,35,25
"GOODCHILD, ANNE",892,16,12,21,15
"GORDON, SHARONA",NA,NA,NA,NA,NA
"GORMAN-LEWIS, DREW",NA,NA,NA,NA,NA
"GOURD, KAREN",NA,NA,NA,NA,NA
"GRIBBLE, STEVEN",NA,NA,NA,NA,NA
"GROSSMAN, DANIEL",5430,36,25,69,53
"GRUNBAUM, DANIEL",NA,NA,NA,NA,NA
"GUERRA, JUAN",831,13,11,15,11
"GUGERTY, MARY",2578,15,14,19,16
"GUPTA, MAYA",NA,NA,NA,NA,NA
"GUPTA, SUBHADEEP",NA,NA,NA,NA,NA
"HADJIMICHALAKIS, MICHAEL",NA,NA,NA,NA,NA
"HAGUE, CHRIS",NA,NA,NA,NA,NA
"HAKIM, GREGORY",8611,26,20,46,37
"HAREWOOD, SUSAN",NA,NA,NA,NA,NA
"HARGRAVE, TIMOTHY",NA,NA,NA,NA,NA
"HAWKINS, BRIAN",NA,NA,NA,NA,NA
"HENEGHAN, AINE",NA,NA,NA,NA,NA
"HERNANDEZ, MORELA",NA,NA,NA,NA,NA
"HERRENKOHL, LESLIE",NA,NA,NA,NA,NA
"HERRENKOHL, TODD",NA,NA,NA,NA,NA
"HETMANIUK, ULRICH",1118,16,12,24,15
"HIEBERT, THEODOR",NA,NA,NA,NA,NA
"HILL, KRISTI",NA,NA,NA,NA,NA
"HILLE RIS LAMBERS, JANNEKE",6582,32,30,45,45
"HILLHOUSE, HUGH",7444,37,29,67,52
"HILLYARD, CINNAMON",257,8,8,8,5
"HOCHBERG, MICHAEL",NA,NA,NA,NA,NA
"HODGE, FRANK",NA,NA,NA,NA,NA
"HODGE, HUCK",NA,NA,NA,NA,NA
"HOEHN-WEISS, MANUELA",NA,NA,NA,NA,NA
"HOFFMAN, LISA",643,11,9,12,8
"HONG, SUL",NA,NA,NA,NA,NA
"HORNER-DEVINE, MARIE",NA,NA,NA,NA,NA
"HORWITZ, GREGORY",1617,18,15,24,19
"HOU, JEFFREY",749,10,10,11,10
"HOWARD, PHILIP",NA,NA,NA,NA,NA
"HUNTINGTON, KATHARINE",1485,20,19,27,27
"HUPPERT, ANN",NA,NA,NA,NA,NA
"IAROCCI, LOUISA",NA,NA,NA,NA,NA
"IBRAHIM, HABIBA",NA,NA,NA,NA,NA
"IMAIZUMI, TAKATO",4975,27,25,35,33
"INOUE, LURDES",NA,NA,NA,NA,NA
"ISHEM, LINDA",NA,NA,NA,NA,NA
"ISOHERRANEN, NINA",3535,36,26,74,65
"ISTANBULLUOGLU, ERKAN",1530,24,21,31,30
"JANSSEN, DONALD",NA,NA,NA,NA,NA
"JAROSZ, LUCY",NA,NA,NA,NA,NA
"JEGATHEESAN, BRINDA",NA,NA,NA,NA,NA
"JENKINS, LEKELIA",191,8,8,8,8
"JOHNSON, DAVID",NA,NA,NA,NA,NA
"JORDAN, PAMELA",NA,NA,NA,NA,NA
"JOSEPH, GAIL",NA,NA,NA,NA,NA
"JOSEPH, RALINA",NA,NA,NA,NA,NA
"JOSLYN, SUSAN",878,19,15,25,20
"KAEBERLEIN, MATT",19152,55,47,132,122
"KAHN, PETER",7291,39,30,71,55
"KALE, SUNILA",NA,NA,NA,NA,NA
"KAMEN, DEBORAH",NA,NA,NA,NA,NA
"KANG, REBECCA",NA,NA,NA,NA,NA
"KANG, YONG-SUNG",NA,NA,NA,NA,NA
"KANG'ARA, SYLVIA",NA,NA,NA,NA,NA
"KAUP, MONIKA",NA,NA,NA,NA,NA
"KAZEMI, ELHAM",3705,23,19,28,23
"KEISTER, JULIE",NA,NA,NA,NA,NA
"KELLEY, MATTHEW",74,5,5,2,2
"KEMP, SUSAN",NA,NA,NA,NA,NA
"KENDALL, DIANE",NA,NA,NA,NA,NA
"KERDEMAN, DEBORAH",NA,NA,NA,NA,NA
"KERR, BENJAMIN",3472,23,18,40,33
"KHAGRAM, SANJEEV",NA,NA,NA,NA,NA
"KHALIL, MUNIRA",3371,25,21,37,33
"KHULLAR, SONAL",NA,NA,NA,NA,NA
"KIENTZ, JULIE",3927,29,24,58,52
"KIM, SEIK",NA,NA,NA,NA,NA
"KIM, SOO-HYUNG",1846,23,17,33,29
"KING, JAMES",NA,NA,NA,NA,NA
"KING, KEVIN",2778,26,24,40,40
"KLAWITTER, MARIEKA",956,15,7,21,5
"KLEIT, RACHEL",NA,NA,NA,NA,NA
"KLINGER, TERRIE",NA,NA,NA,NA,NA
"KNIGHT, JEFFREY",NA,NA,NA,NA,NA
"KNUDSEN, SANNE",NA,NA,NA,NA,NA
"KO, ANDREW",5036,33,27,65,52
"KOCHHAR, KANTA",NA,NA,NA,NA,NA
"KOLASINSKI, ADAM",NA,NA,NA,NA,NA
"KORF, GEOFFREY",NA,NA,NA,NA,NA
"KRONSTROM, MATS",NA,NA,NA,NA,NA
"KRUG, ANITA",NA,NA,NA,NA,NA
"KUMAR, VIPIN",NA,NA,NA,NA,NA
"LAFLAMME, MICHAEL",NA,NA,NA,NA,NA
"LAFLAMME, MICHAEL",NA,NA,NA,NA,NA
"LAGUNOFF, MICHAEL",NA,NA,NA,NA,NA
"LAHIRI, ATANU",NA,NA,NA,NA,NA
"LAIRD, MARGARET",NA,NA,NA,NA,NA
"LAPE, PETER",390,11,10,11,10
"LAVERTY, KEVIN",953,8,6,8,6
"LEACHE, ADAM",3554,25,21,41,39
"LEBERT, EDGAR",NA,NA,NA,NA,NA
"LEE, ADRIAN",627,15,13,21,18
"LEE, CAROLE",407,8,6,6,3
"LEE, CHARLOTTE",1531,18,17,26,25
"LEE, HEDWIG",NA,NA,NA,NA,NA
"LEE, JIHYUNG",NA,NA,NA,NA,NA
"LEE, KELLY",NA,NA,NA,NA,NA
"LEHMAN, DAWN",2252,26,22,46,36
"LENG, FEI",NA,NA,NA,NA,NA
"LEU, JANXIN",NA,NA,NA,NA,NA
"LEVOW, GINA-ANNE",NA,NA,NA,NA,NA
"LI, JIANGYU",7917,44,35,138,110
"LI, WEIQING",NA,NA,NA,NA,NA
"LI, XIAOSONG",122239,38,29,102,77
"LI, XIAOSONG",122239,38,29,102,77
"LI, YU",NA,NA,NA,NA,NA
"LIEBLICH, MAX",689,11,10,14,11
"LIN, KEN-YU",418,10,9,12,9
"LINGAPPA, JAISRI",NA,NA,NA,NA,NA
"LITTIG, PETER",NA,NA,NA,NA,NA
"LLOBERA, MARCOS",1327,13,12,16,13
"LO, KING",NA,NA,NA,NA,NA
"LOBER, WILLIAM",NA,NA,NA,NA,NA
"LOMBARDI, CLARK",535,11,10,11,10
"LONG, MARK",1805,19,17,23,21
"LOPEZ, SHAUN",NA,NA,NA,NA,NA
"LOTT, JOE",NA,NA,NA,NA,NA
"LOVELL, GEORGE",NA,NA,NA,NA,NA
"LOWES, LAURA",1639,20,18,33,28
"MACCOSS, MICHAEL",18224,64,51,145,133
"MAHADEVAN, SUDHIR",NA,NA,NA,NA,NA
"MALY, DUSTIN",NA,NA,NA,NA,NA
"MALY, DUSTIN",NA,NA,NA,NA,NA
"MAMANI, HAMED",NA,NA,NA,NA,NA
"MAMISHEV, ALEXANDER",NA,NA,NA,NA,NA
"MANCHAK, JOHN",NA,NA,NA,NA,NA
"MANCHAK, JOHN",NA,NA,NA,NA,NA
"MARCENKO, MAUREEN",NA,NA,NA,NA,NA
"MARLOWE, JUSTIN",NA,NA,NA,NA,NA
"MARLOWE, JUSTIN",NA,NA,NA,NA,NA
"MARWICK, BENJAMIN",699,14,12,21,17
"MATSUMOTO, DAWN",NA,NA,NA,NA,NA
"MATTHEWS, KRISTINE",NA,NA,NA,NA,NA
"MCCANN, PAMELA",NA,NA,NA,NA,NA
"MCCORMACK, SHANNON",NA,NA,NA,NA,NA
"MCDONALD, DAVID",7632,36,27,69,49
"MCDONALD, MORVA",NA,NA,NA,NA,NA
"MCMURTRIE, JACQUELINE",NA,NA,NA,NA,NA
"MCNEEL, AMIE",NA,NA,NA,NA,NA
"MCVAY, SARAH",5689,19,16,26,23
"MEADOWS, VICTORIA",5776,39,30,85,69
"MEILA-PREDOVICIU, MARINA",NA,NA,NA,NA,NA
"MENALDO, VICTOR",1214,11,10,11,10
"MERCER, JONATHAN",NA,NA,NA,NA,NA
"MERCER, LEIGH",NA,NA,NA,NA,NA
"MERCHANT, ALTAF",557,13,12,15,15
"MERLINO, KATHRYN",NA,NA,NA,NA,NA
"METOYER, CHERYL",NA,NA,NA,NA,NA
"MICHAELIAN, PATRICIA",NA,NA,NA,NA,NA
"MIGLIACCIO, GIOVANNI",666,11,10,13,11
"MILLION, DIAN",NA,NA,NA,NA,NA
"MILUTIS, JOSEPH",NA,NA,NA,NA,NA
"MININ, VOLODYMYR",NA,NA,NA,NA,NA
"MIZIK, NATALIE",2412,21,15,24,20
"MOCERI, JOANE",NA,NA,NA,NA,NA
"MOHAMMED, SELINA",NA,NA,NA,NA,NA
"MONTOYA, DETRA",NA,NA,NA,NA,NA
"MORALES, MIGUEL",5911,38,34,98,86
"MORRIS, DAVID",NA,NA,NA,NA,NA
"MORRIS, ROBERT",2642,18,17,18,18
"MOSKAL, LUDMILA",NA,NA,NA,NA,NA
"MOTHA, MARY",NA,NA,NA,NA,NA
"MOUGOUS, JOSEPH",NA,NA,NA,NA,NA
"MOUGOUS, JOSEPH",NA,NA,NA,NA,NA
"MURAKAWA, NAOMI",NA,NA,NA,NA,NA
"MURPHY, SEAN",1384,16,14,21,20
"MUTHUKURU, MANOJ",NA,NA,NA,NA,NA
"NAGDA, BIREN",NA,NA,NA,NA,NA
"NAISH, KERRY-ANN",NA,NA,NA,NA,NA
"NAM, HWASOOK",NA,NA,NA,NA,NA
"NEFF, GINA",NA,NA,NA,NA,NA
"NERAD, MARESI",NA,NA,NA,NA,NA
"NESTINGEN, ANDREW",NA,NA,NA,NA,NA
"NGUGI, JOEL",NA,NA,NA,NA,NA
"NISHIME, LEILANI",NA,NA,NA,NA,NA
"NITTA, KEITH",NA,NA,NA,NA,NA
"NORMAN, STEPHEN",43,3,3,1,1
"NOVACK, GARTH",NA,NA,NA,NA,NA
"NOVIK, ISABELLA",NA,NA,NA,NA,NA
"NYE, PETER",NA,NA,NA,NA,NA
"O'CONNOR, KATHLEEN",NA,NA,NA,NA,NA
"OLAVARRIA, JAIME",3270,32,13,55,19
"OLSON, KRISTINA",2821,27,26,41,39
"O'NEAL, ROBERT",NA,NA,NA,NA,NA
"OSHIMA, KEN",NA,NA,NA,NA,NA
"OSWAL, SUSHIL",NA,NA,NA,NA,NA
"OTIS, BRIAN",7495,40,32,98,82
"O'TOOLE, HELEN",NA,NA,NA,NA,NA
"OTTINGER, GWEN",NA,NA,NA,NA,NA
"PAL, SOUMIK",598,14,13,18,17
"PALMATIER, ROBERT",8268,30,29,42,41
"PARANJPE, AVINA",NA,NA,NA,NA,NA
"PASUPATHY, ANITHA",2750,15,13,16,15
"PATEL, SHWETAK",7009,43,34,104,98
"PATHAK, SURYA",794,10,7,11,6
"PEKKANEN, ROBERT",NA,NA,NA,NA,NA
"PENDRAS, JEROME",NA,NA,NA,NA,NA
"PEREZ, MARIA",284,9,9,8,8
"PERRY, CYNTHIA",NA,NA,NA,NA,NA
"PERRY, CYNTHIA",NA,NA,NA,NA,NA
"PERRYMAN, ALEXA",NA,NA,NA,NA,NA
"PETERSEN, SUZANNE",NA,NA,NA,NA,NA
"PFAENDTNER, WALTER",NA,NA,NA,NA,NA
"PFAFF, STEVEN",1001,15,11,18,13
"PIERQUET, BRANDON",NA,NA,NA,NA,NA
"PLACE, NANCY",NA,NA,NA,NA,NA
"PLECKI, MARGARET",NA,NA,NA,NA,NA
"POLAGYE, BRIAN",1406,20,17,33,26
"POZZO, DANILO",NA,NA,NA,NA,NA
"POZZO, LILO",1224,24,20,37,34
"PRAT, CHANTEL",1338,19,17,22,19
"PRATT, WANDA",5593,38,28,79,61
"PRICE, REBECCA",347,9,9,9,8
"PRIMOMO, JANET",NA,NA,NA,NA,NA
"PROKSCH, GUNDULA",NA,NA,NA,NA,NA
"PRUTTI, BRIGITTE",NA,NA,NA,NA,NA
"PUN, SUZIE",8155,39,35,94,88
"PURCELL, MARK",5309,27,23,41,36
"QUEITSCH, CHRISTINE",3436,22,20,28,26
"RABOTYAGOV, SERGEY",525,13,12,15,14
"RADNITZ, SCOTT",688,11,8,13,8
"RAFTERY, ANA",NA,NA,NA,NA,NA
"RAI, CANDICE",NA,NA,NA,NA,NA
"RAO, RAJESH",13327,54,37,125,90
"RATNER, DANIEL",2734,29,23,44,39
"REA, RUTH",NA,NA,NA,NA,NA
"REED, BRIAN",1078,11,8,13,8
"RIFFELL, JEFFREY",2446,23,22,33,31
"RIVENBURGH, NANCY",NA,NA,NA,NA,NA
"ROBERTS, STEVEN",2036,25,20,44,36
"ROBINSON, CABEIRI",NA,NA,NA,NA,NA
"RODRIGUEZ SILVA, ILEANA",NA,NA,NA,NA,NA
"ROE, GERARD",NA,NA,NA,NA,NA
"ROESLER, AXEL",NA,NA,NA,NA,NA
"ROLANDI, MARCO",NA,NA,NA,NA,NA
"ROLANDI, MARCO",NA,NA,NA,NA,NA
"ROSENFELD, JAKE",NA,NA,NA,NA,NA
"ROSENFELD, JAKE",NA,NA,NA,NA,NA
"ROSENTHAL, MICHAEL",NA,NA,NA,NA,NA
"RUESINK, JENNIFER",NA,NA,NA,NA,NA
"RUTZ, OLIVER",916,10,10,11,10
"SACHS, JULIAN",4598,36,27,66,58
"SAID, ZAHR",84,5,5,3,3
"SALATHE, ERIC",4227,37,25,69,43
"SAMUDRALA, VAIKUNTANATH",NA,NA,NA,NA,NA
"SANDALL, SUSAN",NA,NA,NA,NA,NA
"SCHELLENBERG, INGRA",NA,NA,NA,NA,NA
"SCHEPP, KAREN",NA,NA,NA,NA,NA
"SCHLOSSER, ANN",NA,NA,NA,NA,NA
"SCHMITT, THOMAS",NA,NA,NA,NA,NA
"SCHOLL, HANS",4360,32,24,68,48
"SCHUYLER, PHILIP",NA,NA,NA,NA,NA
"SEELIG, GEORG",3391,19,16,24,21
"SELKIN, PETER",NA,NA,NA,NA,NA
"SERVETNICK, MARC",NA,NA,NA,NA,NA
"SHAH, SONALI",NA,NA,NA,NA,NA
"SHEA-BROWN, ERIC",4072,27,22,47,41
"SHEN, HONG",NA,NA,NA,NA,NA
"SHENDURE, JAY",41618,90,82,218,211
"SHENG, JIE",NA,NA,NA,NA,NA
"SHI, LAN",NA,NA,NA,NA,NA
"SHULMAN, JEFFREY",444,8,8,8,8
"SIDOR, CHRISTIAN",3145,29,21,59,46
"SIEGEL, STEPHAN",1850,15,14,19,18
"SIMONEN, KATHRINA",49,4,4,1,1
"SIMPSON, CHRISTOPHER",3351,25,18,48,39
"SIMPSON, TERRI",NA,NA,NA,NA,NA
"SMIDCHENS, GUNTIS",NA,NA,NA,NA,NA
"SMITH, ANTONY",NA,NA,NA,NA,NA
"SNIADECKI, NATHAN",3254,23,22,28,26
"SOLIMAN, MARK",NA,NA,NA,NA,NA
"SOLOMON, EVAN",NA,NA,NA,NA,NA
"SORENSEN, CLARK",NA,NA,NA,NA,NA
"SPENCER, BENJAMIN",NA,NA,NA,NA,NA
"STAMATOYANNOPOULOS, JOHN",NA,NA,NA,NA,NA
"STECHER, MARIANNE",NA,NA,NA,NA,NA
"STECKER, GEORGE",NA,NA,NA,NA,NA
"STEPTOE, TYINA",NA,NA,NA,NA,NA
"STETSON, DANIEL",5294,23,21,25,24
"STEWART, JOHN",13665,56,38,182,153
"STORTI, DUANE",NA,NA,NA,NA,NA
"STOVEL, KATHERINE",2376,17,14,20,14
"STRICKLAND, CAROLYN",NA,NA,NA,NA,NA
"STROMBERG, CAROLINE",2821,20,20,29,28
"STUBER, JENNIFER",NA,NA,NA,NA,NA
"SUESS, BECKY",NA,NA,NA,NA,NA
"SUNARDI, CHRISTINA",NA,NA,NA,NA,NA
"SWANSON, WILLIE",7943,45,27,74,64
"SWARR, AMANDA",NA,NA,NA,NA,NA
"TAIBI, DIANA",NA,NA,NA,NA,NA
"TANLU, LLOYD",NA,NA,NA,NA,NA
"TARICANI, JO",NA,NA,NA,NA,NA
"TASKAR, BENJAMIN",15692,56,47,93,84
"TAYLOR, HAZEL",NA,NA,NA,NA,NA
"TAYLOR, HAZEL",NA,NA,NA,NA,NA
"TAYLOR, JANELLE",2185,20,18,28,21
"TENNIS, JOSEPH",NA,NA,NA,NA,NA
"TEREDESAI, ANKUR",1265,19,14,32,18
"THOMAS, CRAIG",NA,NA,NA,NA,NA
"THOMPSON, HILAIRE",3658,32,25,65,55
"THOMPSON, HILAIRE",3658,32,25,65,55
"THOMPSON, RIKI",162,5,5,4,4
"THORNOCK, JACOB",NA,NA,NA,NA,NA
"THORNOCK, JACOB",NA,NA,NA,NA,NA
"THORNTON, JOEL",5878,43,37,87,85
"THORNTON, TIMOTHY",1331,19,18,25,25
"TOLICH, NIKOLAI",NA,NA,NA,NA,NA
"TOPPER, KATHRYN",96,5,5,3,3
"TOTAH, RHEEM",NA,NA,NA,NA,NA
"TOTH, SANDOR",NA,NA,NA,NA,NA
"TRIPATHY, ARINDAM",562,10,10,10,10
"TURNER, JACK",NA,NA,NA,NA,NA
"TURNER, ROBERT",NA,NA,NA,NA,NA
"TURNS, JENNIFER",3488,25,15,47,24
"TZOU, CARRIE",NA,NA,NA,NA,NA
"UDELL, WADIYA",955,11,10,11,10
"VILLATTE, JENNIFER",543,7,6,5,5
"VOSS, JOACHIM",NA,NA,NA,NA,NA
"VOSS, JOACHIM",NA,NA,NA,NA,NA
"VU, CUONG",NA,NA,NA,NA,NA
"WANG, HAICHENG",NA,NA,NA,NA,NA
"WANG, JOANNE",NA,NA,NA,NA,NA
"WARD, TERESA",650,16,13,17,15
"WATTS, KATHRYN",NA,NA,NA,NA,NA
"WEBER, REBECCA",NA,NA,NA,NA,NA
"WEINMANN, AMY",NA,NA,NA,NA,NA
"WELLAND, SASHA",NA,NA,NA,NA,NA
"WELLMAN, JAMES",NA,NA,NA,NA,NA
"WELLS, NORMA",NA,NA,NA,NA,NA
"WELSH, DAVID",3,1,1,0,0
"WERRETT, SIMON",NA,NA,NA,NA,NA
"WESSELLS, ANNE",NA,NA,NA,NA,NA
"WEST, ELIZABETH",270,7,7,7,7
"WHITE, BRYAN",NA,NA,NA,NA,NA
"WHITTINGTON, JANICE",NA,NA,NA,NA,NA
"WILKERSON, JOHN",2380,22,18,34,20
"WILLGERODT, MAYUMI",NA,NA,NA,NA,NA
"WILLIAMS, CHARLES",191,4,4,4,4
"WILLIAMSON-LOTT, JOY",NA,NA,NA,NA,NA
"WILSON, DENISE",NA,NA,NA,NA,NA
"WILSON, GREGORY",1611,19,16,31,27
"WIRSING, AARON",4462,33,26,52,44
"WITTEN, DANIELA",9205,32,31,52,49
"WOOD, ROBERT",6687,46,36,102,82
"WRIGHT, RICHARD",2187,20,15,32,21
"WYERS, GISELLE",NA,NA,NA,NA,NA
"XIA, FEI",4010,30,24,91,58
"XU, XIAODONG",12234,47,41,79,76
"YEE, SHIRLEY",NA,NA,NA,NA,NA
"YOCOM, KENNETH",NA,NA,NA,NA,NA
"YOUNG, GLENNYS",NA,NA,NA,NA,NA
"ZACHRY, MARK",NA,NA,NA,NA,NA
"ZETTLEMOYER, LUKE",5258,37,31,67,59
"ZHANG, BO",2756,25,25,39,37
"ZIMMERMAN, DANIEL",NA,NA,NA,NA,NA
"ZIRPEL, MARK",NA,NA,NA,NA,NA
"ZOELLNER, LORI",5309,38,33,77,66
